days elong signed k diam dist
441.8328 36.57241 36.57241 0.794675 13.7111 1.217143
442.8060 36.76317 36.76317 0.792067 13.7766 1.211354
443.7792 36.95302 36.95302 0.789436 13.8431 1.205538
444.7524 37.14194 37.14194 0.786784 13.9105 1.199695
445.7256 37.32990 37.32990 0.784108 13.9789 1.193824
446.6988 37.51690 37.51690 0.781410 14.0483 1.187927
447.6720 37.70292 37.70292 0.778689 14.1187 1.182002
448.6452 37.88794 37.88794 0.775944 14.1902 1.176050
449.6184 38.07193 38.07193 0.773175 14.2627 1.170071
450.5916 38.25489 38.25489 0.770383 14.3363 1.164065
451.5648 38.43679 38.43679 0.767566 14.4110 1.158032
452.5380 38.61762 38.61762 0.764725 14.4868 1.151972
453.5112 38.79734 38.79734 0.761859 14.5638 1.145885
454.4844 38.97594 38.97594 0.758969 14.6419 1.139771
455.4576 39.15340 39.15340 0.756052 14.7212 1.133630
456.4308 39.32969 39.32969 0.753111 14.8017 1.127462
457.4040 39.50479 39.50479 0.750143 14.8835 1.121267
458.3772 39.67867 39.67867 0.747149 14.9666 1.115045
459.3504 39.85132 39.85132 0.744129 15.0509 1.108797
460.3236 40.02269 40.02269 0.741082 15.1366 1.102522
461.2968 40.19276 40.19276 0.738009 15.2236 1.096220
462.2700 40.36152 40.36152 0.734907 15.3120 1.089891
463.2432 40.52891 40.52891 0.731778 15.4018 1.083536
464.2164 40.69493 40.69493 0.728622 15.4930 1.077155
465.1896 40.85952 40.85952 0.725436 15.5857 1.070747
466.1628 41.02267 41.02267 0.722223 15.6800 1.064313
467.1360 41.18434 41.18434 0.718980 15.7757 1.057852
468.1092 41.34449 41.34449 0.715708 15.8731 1.051365
469.0824 41.50308 41.50308 0.712406 15.9720 1.044852
470.0556 41.66008 41.66008 0.709075 16.0726 1.038313
471.0288 41.81545 41.81545 0.705713 16.1749 1.031748
472.0020 41.96916 41.96916 0.702320 16.2789 1.025157
472.9752 42.12115 42.12115 0.698897 16.3846 1.018541
473.9484 42.27138 42.27138 0.695442 16.4921 1.011899
474.9216 42.41982 42.41982 0.691955 16.6015 1.005231
475.8948 42.56642 42.56642 0.688436 16.7128 0.998538
476.8680 42.71112 42.71112 0.684884 16.8260 0.991820
477.8412 42.85388 42.85388 0.681299 16.9412 0.985077
478.8144 42.99465 42.99465 0.677681 17.0584 0.978309
479.7876 43.13337 43.13337 0.674029 17.1777 0.971516
480.7608 43.27000 43.27000 0.670343 17.2991 0.964699
481.7340 43.40446 43.40446 0.666622 17.4226 0.957857
482.7072 43.53672 43.53672 0.662866 17.5484 0.950991
483.6804 43.66670 43.66670 0.659074 17.6765 0.944101
484.6536 43.79434 43.79434 0.655247 17.8069 0.937187
485.6268 43.91958 43.91958 0.651382 17.9397 0.930250
486.6000 44.04234 44.04234 0.647481 18.0749 0.923290
487.5732 44.16257 44.16257 0.643541 18.2127 0.916306
488.5464 44.28019 44.28019 0.639564 18.3530 0.909299
489.5196 44.39512 44.39512 0.635548 18.4960 0.902270
490.4928 44.50728 44.50728 0.631493 18.6417 0.895219
491.4660 44.61660 44.61660 0.627398 18.7901 0.888146
492.4392 44.72299 44.72299 0.623263 18.9415 0.881051
493.4124 44.82637 44.82637 0.619086 19.0957 0.873934
494.3856 44.92664 44.92664 0.614868 19.2529 0.866797
495.3588 45.02371 45.02371 0.610608 19.4133 0.859639
496.3320 45.11749 45.11749 0.606305 19.5767 0.852460
497.3052 45.20787 45.20787 0.601959 19.7435 0.845262
498.2784 45.29475 45.29475 0.597568 19.9135 0.838044
499.2516 45.37803 45.37803 0.593132 20.0870 0.830807
500.2248 45.45759 45.45759 0.588651 20.2639 0.823551
501.1980 45.53331 45.53331 0.584123 20.4445 0.816277
502.1712 45.60508 45.60508 0.579548 20.6288 0.808985
503.1444 45.67277 45.67277 0.574925 20.8169 0.801675
504.1176 45.73624 45.73624 0.570253 21.0089 0.794349
505.0908 45.79537 45.79537 0.565532 21.2049 0.787006
506.0640 45.85001 45.85001 0.560760 21.4050 0.779648
507.0372 45.90002 45.90002 0.555936 21.6094 0.772275
508.0104 45.94524 45.94524 0.551060 21.8181 0.764887
508.9836 45.98552 45.98552 0.546131 22.0313 0.757484
509.9568 46.02069 46.02069 0.541147 22.2491 0.750069
510.9300 46.05059 46.05059 0.536107 22.4717 0.742641
511.9032 46.07502 46.07502 0.531012 22.6991 0.735201
512.8764 46.09382 46.09382 0.525858 22.9315 0.727749
513.8496 46.10678 46.10678 0.520646 23.1691 0.720287
514.8228 46.11371 46.11371 0.515374 23.4119 0.712815
515.7960 46.11439 46.11439 0.510041 23.6602 0.705334
516.7692 46.10862 46.10862 0.504646 23.9142 0.697845
517.7424 46.09616 46.09616 0.499187 24.1738 0.690349
518.7156 46.07677 46.07677 0.493664 24.4394 0.682847
519.6888 46.05022 46.05022 0.488074 24.7111 0.675339
520.6620 46.01624 46.01624 0.482416 24.9891 0.667826
521.6352 45.97458 45.97458 0.476690 25.2735 0.660311
522.6084 45.92494 45.92494 0.470893 25.5646 0.652793
523.5816 45.86705 45.86705 0.465024 25.8625 0.645274
524.5548 45.80059 45.80059 0.459081 26.1674 0.637755
525.5280 45.72526 45.72526 0.453063 26.4796 0.630237
526.5012 45.64072 45.64072 0.446969 26.7991 0.622721
527.4744 45.54664 45.54664 0.440796 27.1263 0.615209
528.4476 45.44265 45.44265 0.434544 27.4614 0.607703
529.4208 45.32838 45.32838 0.428209 27.8046 0.600203
530.3940 45.20344 45.20344 0.421792 28.1560 0.592711
531.3672 45.06743 45.06743 0.415289 28.5160 0.585229
532.3404 44.91992 44.91992 0.408699 28.8847 0.577759
533.3136 44.76047 44.76047 0.402021 29.2624 0.570301
534.2868 44.58862 44.58862 0.395252 29.6494 0.562858
535.2600 44.40389 44.40389 0.388391 30.0458 0.555432
536.2332 44.20578 44.20578 0.381437 30.4519 0.548024
537.2064 43.99376 43.99376 0.374387 30.8680 0.540638
538.1796 43.76729 43.76729 0.367239 31.2942 0.533274
539.1528 43.52581 43.52581 0.359993 31.7309 0.525935
540.1260 43.26873 43.26873 0.352647 32.1782 0.518624
541.0992 42.99542 42.99542 0.345198 32.6364 0.511343
542.0724 42.70526 42.70526 0.337647 33.1057 0.504094
543.0456 42.39757 42.39757 0.329991 33.5863 0.496881
544.0188 42.07167 42.07167 0.322231 34.0784 0.489705
544.9920 41.72684 41.72684 0.314364 34.5822 0.482571
545.9652 41.36234 41.36234 0.306390 35.0979 0.475481
546.9384 40.97740 40.97740 0.298310 35.6255 0.468439
547.9116 40.57122 40.57122 0.290123 36.1653 0.461448
548.8848 40.14300 40.14300 0.281830 36.7172 0.454511
549.8580 39.69187 39.69187 0.273431 37.2814 0.447633
550.8312 39.21697 39.21697 0.264928 37.8579 0.440817
551.8044 38.71741 38.71741 0.256323 38.4465 0.434068
552.7776 38.19228 38.19228 0.247618 39.0472 0.427390
553.7508 37.64064 37.64064 0.238817 39.6599 0.420787
554.7240 37.06155 37.06155 0.229924 40.2843 0.414265
555.6972 36.45405 36.45405 0.220944 40.9200 0.407829
556.6704 35.81718 35.81718 0.211884 41.5668 0.401484
557.6436 35.14995 35.14995 0.202749 42.2240 0.395235
558.6168 34.45142 34.45142 0.193550 42.8910 0.389088
559.5900 33.72062 33.72062 0.184296 43.5671 0.383050
560.5632 32.95662 32.95662 0.174998 44.2514 0.377126
561.5364 32.15851 32.15851 0.165670 44.9429 0.371324
562.5096 31.32543 31.32543 0.156326 45.6403 0.365650
563.4828 30.45656 30.45656 0.146983 46.3423 0.360111
564.4560 29.55116 29.55116 0.137661 47.0473 0.354715
565.4292 28.60855 28.60855 0.128379 47.7535 0.349470
566.4024 27.62817 27.62817 0.119162 48.4589 0.344382
567.3756 26.60955 26.60955 0.110036 49.1614 0.339461
568.3488 25.55238 25.55238 0.101027 49.8586 0.334714
569.3220 24.45647 24.45647 0.092166 50.5478 0.330151
570.2952 23.32184 23.32184 0.083486 51.2262 0.325779
571.2684 22.14869 22.14869 0.075022 51.8907 0.321607
572.2416 20.93742 20.93742 0.066809 52.5381 0.317644
573.2148 19.68870 19.68870 0.058887 53.1650 0.313898
574.1880 18.40343 18.40343 0.051295 53.7678 0.310379
575.1612 17.08280 17.08280 0.044075 54.3429 0.307094
576.1344 15.72829 15.72829 0.037268 54.8866 0.304052
577.1076 14.34168 14.34168 0.030915 55.3951 0.301261
578.0808 12.92512 12.92512 0.025057 55.8648 0.298728
579.0540 11.48107 11.48107 0.019734 56.2920 0.296461
580.0272 10.01243 10.01243 0.014984 56.6734 0.294466
581.0004 8.52257 8.52257 0.010841 57.0059 0.292748
581.9736 7.01559 7.01559 0.007338 57.2865 0.291314
582.9468 5.49698 5.49698 0.004501 57.5128 0.290168
583.9200 3.97575 3.97575 0.002353 57.6828 0.289313
