days elong signed k diam dist
87.2963 19.99058 19.99058 0.657367 6.2988 1.068098
87.4894 20.11973 20.11973 0.652789 6.3210 1.064338
87.6825 20.24708 20.24708 0.648226 6.3434 1.060575
87.8757 20.37264 20.37264 0.643678 6.3660 1.056810
88.0688 20.49639 20.49639 0.639146 6.3888 1.053042
88.2619 20.61835 20.61835 0.634630 6.4118 1.049272
88.4551 20.73849 20.73849 0.630129 6.4349 1.045500
88.6482 20.85683 20.85683 0.625645 6.4582 1.041728
88.8413 20.97336 20.97336 0.621177 6.4817 1.037954
89.0345 21.08807 21.08807 0.616726 6.5053 1.034180
89.2276 21.20097 21.20097 0.612291 6.5292 1.030407
89.4207 21.31205 21.31205 0.607873 6.5532 1.026633
89.6139 21.42130 21.42130 0.603472 6.5773 1.022861
89.8070 21.52873 21.52873 0.599087 6.6017 1.019089
90.0001 21.63434 21.63434 0.594720 6.6262 1.015319
90.1933 21.73811 21.73811 0.590369 6.6509 1.011551
90.3864 21.84005 21.84005 0.586036 6.6757 1.007784
90.5795 21.94015 21.94015 0.581720 6.7008 1.004021
90.7727 22.03842 22.03842 0.577420 6.7259 1.000259
90.9658 22.13484 22.13484 0.573138 6.7513 0.996501
91.1589 22.22942 22.22942 0.568872 6.7768 0.992747
91.3521 22.32215 22.32215 0.564623 6.8026 0.988996
91.5452 22.41303 22.41303 0.560391 6.8284 0.985249
91.7383 22.50205 22.50205 0.556176 6.8545 0.981506
91.9315 22.58922 22.58922 0.551978 6.8807 0.977767
92.1246 22.67453 22.67453 0.547796 6.9070 0.974034
92.3177 22.75797 22.75797 0.543630 6.9336 0.970305
92.5109 22.83954 22.83954 0.539481 6.9603 0.966582
92.7040 22.91924 22.91924 0.535347 6.9872 0.962864
92.8971 22.99707 22.99707 0.531230 7.0142 0.959152
93.0903 23.07302 23.07302 0.527129 7.0414 0.955446
93.2834 23.14708 23.14708 0.523043 7.0688 0.951747
93.4765 23.21926 23.21926 0.518973 7.0963 0.948053
93.6697 23.28954 23.28954 0.514919 7.1240 0.944367
93.8628 23.35793 23.35793 0.510879 7.1519 0.940688
94.0559 23.42442 23.42442 0.506855 7.1799 0.937015
94.2491 23.48900 23.48900 0.502846 7.2081 0.933351
94.4422 23.55168 23.55168 0.498851 7.2365 0.929693
94.6353 23.61244 23.61244 0.494871 7.2650 0.926044
94.8285 23.67128 23.67128 0.490905 7.2937 0.922403
95.0216 23.72820 23.72820 0.486953 7.3225 0.918770
95.2147 23.78319 23.78319 0.483015 7.3515 0.915145
95.4079 23.83624 23.83624 0.479091 7.3807 0.911529
95.6010 23.88735 23.88735 0.475180 7.4100 0.907922
95.7941 23.93652 23.93652 0.471283 7.4395 0.904323
95.9873 23.98373 23.98373 0.467398 7.4691 0.900734
96.1804 24.02899 24.02899 0.463527 7.4989 0.897155
96.3735 24.07228 24.07228 0.459668 7.5289 0.893585
96.5667 24.11361 24.11361 0.455822 7.5590 0.890024
96.7598 24.15295 24.15295 0.451987 7.5893 0.886474
96.9529 24.19032 24.19032 0.448165 7.6197 0.882933
97.1461 24.22569 24.22569 0.444355 7.6503 0.879403
97.3392 24.25907 24.25907 0.440556 7.6810 0.875883
97.5323 24.29045 24.29045 0.436768 7.7119 0.872374
97.7255 24.31981 24.31981 0.432992 7.7430 0.868876
97.9186 24.34716 24.34716 0.429226 7.7742 0.865388
98.1117 24.37249 24.37249 0.425471 7.8055 0.861912
98.3049 24.39578 24.39578 0.421727 7.8371 0.858446
98.4980 24.41703 24.41703 0.417992 7.8687 0.854992
98.6911 24.43623 24.43623 0.414268 7.9005 0.851550
98.8843 24.45338 24.45338 0.410554 7.9325 0.848119
99.0774 24.46847 24.46847 0.406849 7.9646 0.844700
99.2705 24.48148 24.48148 0.403154 7.9968 0.841293
99.4637 24.49241 24.49241 0.399468 8.0292 0.837898
99.6568 24.50125 24.50125 0.395790 8.0618 0.834516
99.8499 24.50800 24.50800 0.392122 8.0945 0.831146
100.0431 24.51264 24.51264 0.388462 8.1273 0.827788
100.2362 24.51516 24.51516 0.384811 8.1603 0.824443
100.4293 24.51556 24.51556 0.381168 8.1934 0.821112
100.6225 24.51383 24.51383 0.377533 8.2266 0.817793
100.8156 24.50995 24.50995 0.373906 8.2600 0.814487
101.0087 24.50392 24.50392 0.370286 8.2936 0.811194
101.2019 24.49573 24.49573 0.366674 8.3272 0.807916
101.3950 24.48536 24.48536 0.363070 8.3610 0.804650
101.5881 24.47282 24.47282 0.359472 8.3949 0.801399
101.7813 24.45808 24.45808 0.355882 8.4290 0.798161
101.9744 24.44115 24.44115 0.352298 8.4632 0.794937
102.1675 24.42200 24.42200 0.348721 8.4975 0.791728
102.3607 24.40063 24.40063 0.345151 8.5319 0.788533
102.5538 24.37703 24.37703 0.341587 8.5665 0.785352
102.7469 24.35119 24.35119 0.338029 8.6011 0.782186
102.9401 24.32309 24.32309 0.334478 8.6359 0.779035
103.1332 24.29273 24.29273 0.330932 8.6708 0.775898
103.3263 24.26010 24.26010 0.327393 8.7059 0.772777
103.5195 24.22518 24.22518 0.323859 8.7410 0.769671
103.7126 24.18797 24.18797 0.320331 8.7762 0.766581
103.9057 24.14845 24.14845 0.316809 8.8116 0.763506
104.0989 24.10661 24.10661 0.313292 8.8470 0.760446
104.2920 24.06245 24.06245 0.309780 8.8826 0.757403
104.4851 24.01595 24.01595 0.306274 8.9182 0.754376
104.6783 23.96710 23.96710 0.302774 8.9540 0.751364
104.8714 23.91589 23.91589 0.299278 8.9898 0.748369
105.0645 23.86231 23.86231 0.295788 9.0257 0.745391
105.2577 23.80635 23.80635 0.292302 9.0617 0.742429
105.4508 23.74799 23.74799 0.288822 9.0978 0.739484
105.6439 23.68723 23.68723 0.285347 9.1340 0.736556
105.8371 23.62406 23.62406 0.281877 9.1702 0.733646
106.0302 23.55846 23.55846 0.278412 9.2065 0.730752
106.2233 23.49043 23.49043 0.274952 9.2429 0.727876
106.4165 23.41995 23.41995 0.271498 9.2793 0.725018
106.6096 23.34702 23.34702 0.268048 9.3158 0.722178
106.8027 23.27161 23.27161 0.264603 9.3524 0.719355
106.9959 23.19373 23.19373 0.261164 9.3890 0.716551
107.1890 23.11337 23.11337 0.257730 9.4256 0.713765
107.3821 23.03050 23.03050 0.254301 9.4623 0.710998
107.5753 22.94513 22.94513 0.250877 9.4990 0.708250
107.7684 22.85724 22.85724 0.247459 9.5358 0.705520
107.9615 22.76683 22.76683 0.244047 9.5726 0.702810
108.1547 22.67388 22.67388 0.240640 9.6094 0.700119
108.3478 22.57839 22.57839 0.237239 9.6462 0.697448
108.5409 22.48034 22.48034 0.233843 9.6830 0.694796
108.7341 22.37974 22.37974 0.230454 9.7198 0.692165
108.9272 22.27656 22.27656 0.227071 9.7566 0.689553
109.1203 22.17081 22.17081 0.223694 9.7934 0.686962
109.3135 22.06247 22.06247 0.220324 9.8302 0.684391
109.5066 21.95154 21.95154 0.216961 9.8669 0.681842
109.6997 21.83801 21.83801 0.213604 9.9037 0.679313
109.8929 21.72187 21.72187 0.210255 9.9404 0.676805
110.0860 21.60313 21.60313 0.206913 9.9770 0.674319
110.2791 21.48177 21.48177 0.203579 10.0136 0.671855
110.4723 21.35778 21.35778 0.200252 10.0502 0.669412
110.6654 21.23117 21.23117 0.196934 10.0866 0.666992
110.8585 21.10193 21.10193 0.193625 10.1230 0.664593
111.0517 20.97006 20.97006 0.190324 10.1593 0.662218
111.2448 20.83555 20.83555 0.187032 10.1956 0.659865
111.4379 20.69841 20.69841 0.183750 10.2317 0.657536
111.6311 20.55862 20.55862 0.180478 10.2677 0.655229
111.8242 20.41619 20.41619 0.177216 10.3036 0.652946
112.0173 20.27112 20.27112 0.173964 10.3394 0.650688
112.2105 20.12342 20.12342 0.170723 10.3750 0.648453
112.4036 19.97307 19.97307 0.167494 10.4105 0.646242
112.5967 19.82009 19.82009 0.164277 10.4458 0.644056
112.7899 19.66447 19.66447 0.161072 10.4810 0.641895
112.9830 19.50623 19.50623 0.157880 10.5160 0.639759
113.1761 19.34536 19.34536 0.154701 10.5508 0.637648
113.3693 19.18188 19.18188 0.151536 10.5854 0.635563
113.5624 19.01579 19.01579 0.148385 10.6198 0.633504
113.7555 18.84709 18.84709 0.145249 10.6540 0.631471
113.9487 18.67580 18.67580 0.142128 10.6880 0.629464
114.1418 18.50193 18.50193 0.139024 10.7217 0.627485
114.3349 18.32550 18.32550 0.135935 10.7552 0.625532
114.5281 18.14650 18.14650 0.132864 10.7884 0.623607
114.7212 17.96496 17.96496 0.129811 10.8213 0.621709
114.9143 17.78090 17.78090 0.126776 10.8539 0.619839
115.1075 17.59434 17.59434 0.123760 10.8863 0.617997
115.3006 17.40528 17.40528 0.120764 10.9183 0.616184
115.4937 17.21376 17.21376 0.117789 10.9500 0.614400
115.6869 17.01979 17.01979 0.114834 10.9814 0.612644
115.8800 16.82340 16.82340 0.111902 11.0124 0.610918
